Position,Group_0,Group_1
1,2.0,0.0
2,1.0,1.0
3,1.3333333333333333,0.6666666666666666
4,1.5,0.5
5,1.6,0.4
6,1.3333333333333333,0.6666666666666666
7,1.1428571428571428,0.8571428571428571
8,1.0,1.0
9,1.1111111111111112,0.8888888888888888
10,1.0,1.0
11,0.9090909090909091,1.0909090909090908
12,0.8333333333333334,1.1666666666666667
13,0.9230769230769231,1.0769230769230769
14,0.8571428571428571,1.1428571428571428
15,0.8,1.2
16,0.875,1.125
17,0.8235294117647058,1.1764705882352942
18,0.7777777777777778,1.2222222222222223
19,0.8421052631578947,1.1578947368421053
20,0.8,1.2
21,0.7619047619047619,1.2380952380952381
22,0.8181818181818182,1.1818181818181819
23,0.782608695652174,1.2173913043478262
24,0.75,1.25
25,0.8,1.2
26,0.7692307692307693,1.2307692307692308
27,0.7407407407407407,1.2592592592592593
28,0.7857142857142857,1.2142857142857142
29,0.7586206896551724,1.2413793103448276
30,0.7333333333333333,1.2666666666666666
31,0.7096774193548387,1.2903225806451613
32,0.75,1.25
33,0.7272727272727273,1.2727272727272727
34,0.7058823529411765,1.2941176470588236
35,0.7428571428571429,1.2571428571428571
36,0.7222222222222222,1.2777777777777777
37,0.7027027027027027,1.2972972972972974
38,0.7368421052631579,1.263157894736842
39,0.7692307692307693,1.2307692307692308
40,0.8,1.2
41,0.8292682926829268,1.170731707317073
42,0.8571428571428571,1.1428571428571428
43,0.8837209302325582,1.1162790697674418
44,0.9090909090909091,1.0909090909090908
45,0.9333333333333333,1.0666666666666667
46,0.9565217391304348,1.0434782608695652
47,0.9787234042553191,1.0212765957446808
48,1.0,1.0
49,0.9795918367346939,1.0204081632653061
50,1.0,1.0
