Position,Group_0,Group_1
1,2.0,0.0
2,1.0,1.0
3,1.3333333333333333,0.6666666666666666
4,1.5,0.5
5,1.6,0.4
6,1.3333333333333333,0.6666666666666666
7,1.1428571428571428,0.8571428571428571
8,1.0,1.0
9,1.1111111111111112,0.8888888888888888
10,1.0,1.0
11,0.9090909090909091,1.0909090909090908
12,0.8333333333333334,1.1666666666666667
13,0.9230769230769231,1.0769230769230769
14,0.8571428571428571,1.1428571428571428
15,0.8,1.2
16,0.875,1.125
17,0.8235294117647058,1.1764705882352942
18,0.7777777777777778,1.2222222222222223
19,0.8421052631578947,1.1578947368421053
20,0.8,1.2
21,0.7619047619047619,1.2380952380952381
22,0.7272727272727273,1.2727272727272727
23,0.782608695652174,1.2173913043478262
24,0.75,1.25
25,0.72,1.28
26,0.6923076923076923,1.3076923076923077
27,0.7407407407407407,1.2592592592592593
28,0.7142857142857143,1.2857142857142858
29,0.6896551724137931,1.3103448275862069
30,0.6666666666666666,1.3333333333333333
31,0.7096774193548387,1.2903225806451613
32,0.6875,1.3125
33,0.6666666666666666,1.3333333333333333
34,0.6470588235294118,1.3529411764705883
35,0.6857142857142857,1.3142857142857143
36,0.6666666666666666,1.3333333333333333
37,0.6486486486486487,1.3513513513513513
38,0.6842105263157895,1.3157894736842106
39,0.717948717948718,1.2820512820512822
40,0.75,1.25
41,0.7804878048780488,1.2195121951219512
42,0.8095238095238095,1.1904761904761905
43,0.8372093023255814,1.1627906976744187
44,0.8636363636363636,1.1363636363636365
45,0.8888888888888888,1.1111111111111112
46,0.9130434782608695,1.0869565217391304
47,0.9361702127659575,1.0638297872340425
48,0.9583333333333334,1.0416666666666667
49,0.9795918367346939,1.0204081632653061
50,1.0,1.0
