Position,Group_0,Group_1
1,2.0,0.0
2,2.0,0.0
3,1.3333333333333333,0.6666666666666666
4,1.5,0.5
5,1.6,0.4
6,1.6666666666666667,0.3333333333333333
7,1.4285714285714286,0.5714285714285714
8,1.5,0.5
9,1.3333333333333333,0.6666666666666666
10,1.2,0.8
11,1.0909090909090908,0.9090909090909091
12,1.1666666666666667,0.8333333333333334
13,1.0769230769230769,0.9230769230769231
14,1.0,1.0
15,1.0666666666666667,0.9333333333333333
16,1.0,1.0
17,0.9411764705882353,1.0588235294117647
18,1.0,1.0
19,0.9473684210526315,1.0526315789473684
20,0.9,1.1
21,0.8571428571428571,1.1428571428571428
22,0.9090909090909091,1.0909090909090908
23,0.8695652173913043,1.1304347826086956
24,0.8333333333333334,1.1666666666666667
25,0.88,1.12
26,0.8461538461538461,1.1538461538461537
27,0.8148148148148148,1.1851851851851851
28,0.8571428571428571,1.1428571428571428
29,0.8275862068965517,1.1724137931034482
30,0.8,1.2
31,0.7741935483870968,1.2258064516129032
32,0.8125,1.1875
33,0.7878787878787878,1.2121212121212122
34,0.7647058823529411,1.2352941176470589
35,0.8,1.2
36,0.7777777777777778,1.2222222222222223
37,0.7567567567567568,1.2432432432432432
38,0.7894736842105263,1.2105263157894737
39,0.7692307692307693,1.2307692307692308
40,0.75,1.25
41,0.7804878048780488,1.2195121951219512
42,0.8095238095238095,1.1904761904761905
43,0.8372093023255814,1.1627906976744187
44,0.8636363636363636,1.1363636363636365
45,0.8888888888888888,1.1111111111111112
46,0.9130434782608695,1.0869565217391304
47,0.9361702127659575,1.0638297872340425
48,0.9583333333333334,1.0416666666666667
49,0.9795918367346939,1.0204081632653061
50,1.0,1.0
